"Participant","Recruitment","Condition","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Reward","Gender","Age","Education","Discipline","Student","Ethnicity","Country","Experiment_Enjoyment","Experiment_Feedback","Accuracy_Respiratory_A","Accuracy_Gastric_Q8","Accuracy_ColonBladder_Q1","Accuracy_Respiratory_Q1","Accuracy_State_Q3","Accuracy_Genital_A","Accuracy_Cardiac_Q1","Accuracy_Gastric_Q2","Accuracy_ColonBladder_Q3","Accuracy_ColonBladder_Q5","Accuracy_Gastric_Q5","Accuracy_State_Q4","Accuracy_ColonBladder_Q2","Accuracy_Gastric_Q1","Accuracy_ColonBladder_Q4","Accuracy_Gastric_Q6","Accuracy_SkinThermo_Q2","Accuracy_SkinThermo_Q1","Accuracy_State_Q5","Accuracy_Cardiac_Q2","Accuracy_SkinThermo_Q3","Accuracy_Genital_Q2","Accuracy_Gastric_Q4","Accuracy_Genital_Q1","Accuracy_Gastric_Q7","Accuracy_Gastric_Q3","Accuracy_State_Q1","Accuracy_SkinThermo_Q4","Accuracy_State_Q2","Sexual_ColonBladder_Q2","Sexual_State_Q3","Sexual_State_Q5","Sexual_State_A","Sexual_State_Q4","Sexual_SkinThermo_Q3","Sexual_Genital_Q2","Sexual_Gastric_Q2","Sexual_Respiratory_Q1","Sexual_Cardiac_Q1","Sexual_SkinThermo_Q2","Sexual_State_Q1","Sexual_Gastric_Q1","Sexual_SkinThermo_Q1","Sexual_Genital_Q1","Sexual_ColonBladder_Q1","Sexual_State_Q2","Nociception_ColonBladder_Q1","Nociception_ColonBladder_Q2","Nociception_State_Q2","Nociception_SkinThermo_Q1","Nociception_Cardiac_Q1","Nociception_Respiratory_Q1","Nociception_Respiratory_Q2","Nociception_ColonBladder_A","Nociception_SkinThermo_Q2","Nociception_Gastric_Q1","Nociception_Genital_Q2","Nociception_Genital_Q1","Nociception_SkinThermo_Q3","Nociception_Cardiac_Q2","Nociception_State_Q1","Confusion_ColonBladder_A","Confusion_Gastric_Q1","Confusion_State_Q1","Confusion_Respiratory_Q1","Confusion_ColonBladder_Q1","Confusion_Gastric_Q2","Confusion_Genital_Q1","Confusion_Cardiac_Q1","Confusion_SkinThermo_Q1","Confusion_State_Q2","Anxious_Cardiac_Q1","Anxious_State_Q5","Anxious_Genital_Q1","Anxious_State_Q1","Anxious_ColonBladder_Q1","Anxious_State_Q4","Anxious_SkinThermo_A","Anxious_State_Q3","Anxious_SkinThermo_Q1","Anxious_SkinThermo_Q4","Anxious_SkinThermo_Q3","Anxious_State_Q2","Anxious_Respiratory_Q1","Anxious_Gastric_Q1","Anxious_SkinThermo_Q2","Sensitivity_State_Q1","Sensitivity_SkinThermo_Q6","Sensitivity_SkinThermo_Q1","Sensitivity_Gastric_A","Sensitivity_Respiratory_Q7","Sensitivity_Cardiac_Q6","Sensitivity_Respiratory_Q5","Sensitivity_State_Q3","Sensitivity_Respiratory_Q1","Sensitivity_Cardiac_Q4","Sensitivity_Cardiac_Q5","Sensitivity_Cardiac_Q7","Sensitivity_Genital_Q2","Sensitivity_Gastric_Q2","Sensitivity_ColonBladder_Q3","Sensitivity_Respiratory_Q6","Sensitivity_SkinThermo_Q3","Sensitivity_Cardiac_Q3","Sensitivity_Gastric_Q1","Sensitivity_Respiratory_Q3","Sensitivity_Cardiac_A","Sensitivity_Respiratory_Q4","Sensitivity_Gastric_Q4","Sensitivity_SkinThermo_Q7","Sensitivity_Gastric_Q5","Sensitivity_State_Q4","Sensitivity_Genital_Q3","Sensitivity_Gastric_Q3","Sensitivity_Genital_Q1","Sensitivity_Cardiac_Q1","Sensitivity_ColonBladder_Q1","Sensitivity_SkinThermo_Q8","Sensitivity_ColonBladder_Q4","Sensitivity_State_Q2","Sensitivity_SkinThermo_Q4","Sensitivity_Cardiac_Q2","Sensitivity_State_Q5","Sensitivity_SkinThermo_Q2","Sensitivity_SkinThermo_Q5","Sensitivity_Gastric_Q6","Sensitivity_Respiratory_Q2","Sensitivity_ColonBladder_Q2"
"S159","prolific","Domains","2024-11-19 14:29:08",53.84525,"chrome 131.0.0","false","Windows 10",1536,825,"Automatic","Female",47,"Master","Political Science, Law",FALSE,"South Asian","United Kingdom",4,NA,0,0,3,5,4,0,4,4,0,0,0,6,1,1,0,0,1,4,6,1,6,0,0,5,0,3,1,1,5,1,0,5,6,6,1,5,6,6,5,0,6,0,5,5,0,6,3,1,6,5,0,3,3,0,5,4,4,6,1,1,6,6,0,0,0,0,0,0,0,0,0,6,0,1,6,1,5,0,2,6,5,4,5,6,6,3,5,1,2,6,5,2,1,4,5,2,3,5,4,6,6,2,2,5,6,5,6,3,1,4,1,5,1,3,3,5,4,6,6,5,6,6,5,5,4,6,6,3
"S339","prolific","Domains","2024-11-20 12:13:37",10.2648,"firefox 132.0.0","false","Windows 10",1536,703,"Automatic","Female",28,"Bachelor","Business, Economics",FALSE,"Southeast Asian","United Kingdom",4,NA,0,2,6,2,5,0,2,3,3,5,1,4,1,5,5,4,5,5,3,5,4,6,5,5,6,2,1,1,6,3,1,5,6,6,1,6,4,6,4,2,5,6,4,6,3,6,5,2,6,4,2,1,2,0,4,2,6,6,2,3,5,6,5,4,3,1,1,6,2,2,5,5,1,1,6,3,6,0,0,3,2,5,6,5,6,6,2,4,5,6,5,3,2,2,5,3,2,6,4,4,5,2,5,5,3,5,6,2,5,3,4,6,5,4,4,5,6,5,3,2,5,6,5,2,6,4,6,6
"S276","prolific","Domains","2024-11-19 20:50:25",20.4704333333333,"chrome 131.0.0","false","Windows 10",1536,695,"Automatic","Female",69,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,3,0,3,6,0,5,5,0,1,4,2,0,4,3,5,4,0,5,0,5,0,0,6,0,0,5,0,6,0,4,6,6,6,4,5,3,4,2,0,6,0,4,6,0,6,1,1,6,1,1,0,0,0,3,2,6,6,2,2,5,6,0,0,0,0,0,0,1,1,4,5,0,0,5,0,6,0,5,1,5,2,6,4,5,0,5,0,3,6,4,0,0,5,2,0,1,4,6,5,4,4,0,4,5,0,6,0,1,5,1,6,0,2,6,5,6,0,5,6,5,2,6,5,1,3,2,4
"S219","prolific","Dimensions","2024-11-19 18:01:57",21.5218833333333,"chrome 131.0.0","false","Windows 10",1920,911,"Automatic","Male",18,"High school",NA,TRUE,"White","United Kingdom",4,NA,0,2,5,1,4,0,6,5,1,1,5,4,1,5,6,5,4,4,4,2,5,5,4,4,0,1,5,4,4,5,2,6,6,6,0,5,5,4,5,1,6,1,2,4,4,6,5,1,4,5,2,0,0,0,6,1,5,5,2,2,4,6,5,1,2,0,1,1,5,2,5,5,0,0,6,6,5,0,4,2,2,1,6,5,4,2,5,4,4,6,5,4,5,5,1,4,5,5,1,1,6,5,1,1,1,5,6,2,2,1,0,4,2,1,5,2,5,4,0,4,6,4,4,2,2,0,1,6
"S398","prolific","Dimensions","2024-11-21 12:08:53",12.5275833333333,"chrome 131.0.0","false","Windows 10",1920,919,"Automatic","Male",21,"High school",NA,FALSE,"White","United States",4,NA,0,3,4,5,6,0,6,4,4,5,3,4,2,4,3,5,4,5,5,5,5,4,2,5,2,4,5,6,5,1,1,5,6,4,5,4,5,5,5,5,5,3,5,5,5,5,5,1,5,6,0,5,6,0,6,3,5,5,5,1,5,6,5,5,6,1,4,5,4,6,4,6,2,4,5,5,6,0,3,6,4,6,6,5,5,6,5,4,4,6,6,4,5,1,6,3,5,5,4,6,4,5,6,5,6,6,6,5,4,3,3,5,4,4,5,4,4,6,2,5,6,5,5,6,4,4,5,5
"S043","prolific","Dimensions","2024-11-19 09:14:59",11.9493666666667,"chrome 131.0.0","false","Windows 10",2560,1279,"Automatic","Male",35,"Bachelor","Political Science, Law",FALSE,"White","Ireland",4,"I enjoyed the experiment. It was different and interesting. Thank you. ",0,4,6,0,6,0,1,4,4,5,6,6,0,6,5,5,6,4,4,1,5,1,0,5,5,4,3,0,6,2,4,3,6,5,0,2,3,1,1,1,4,6,0,3,2,4,6,2,6,1,0,0,0,0,2,2,3,3,6,0,0,6,4,1,0,4,4,4,2,2,0,4,1,1,4,6,4,0,2,2,3,4,4,2,6,6,4,1,0,6,4,6,0,4,1,3,0,4,3,4,4,0,3,2,4,3,6,4,5,0,6,5,2,4,1,1,4,4,4,4,6,1,4,2,6,5,0,4
"S419","prolific","Dimensions","2024-11-21 14:36:57",9.36383333333333,"edge-chromium 131.0.0","false","Windows 10",1528,706,"Automatic","Male",23,"Master","Engineering, Computer Science",FALSE,"Middle Eastern/North African","Ireland",3,NA,0,2,4,5,4,0,5,4,2,5,2,5,2,4,1,1,2,1,4,4,5,4,1,5,3,2,4,1,4,1,5,4,6,4,2,5,5,4,5,2,5,2,1,4,1,4,1,0,5,4,0,0,2,0,4,0,6,4,4,0,5,6,4,4,4,2,0,4,4,4,2,4,2,1,5,5,2,0,5,2,4,4,4,2,4,3,5,1,2,6,4,4,2,4,4,4,1,4,2,2,5,2,2,4,4,1,6,5,5,5,5,5,3,4,4,6,4,4,2,2,4,6,2,4,4,4,4,4
"S511","prolific","Domains","2024-11-22 19:05:40",24.6068666666667,"chrome 130.0.0","false","Windows 10",1500,831,"Automatic","Female",34,"Bachelor","Engineering, Computer Science",FALSE,"White","Australia",4,"thanks",0,2,5,3,6,0,2,5,5,5,3,5,1,5,1,1,5,3,5,5,5,3,1,4,1,3,4,4,6,3,4,6,6,6,4,5,5,5,5,4,6,0,3,5,3,6,3,2,5,6,1,1,1,0,5,2,3,3,4,1,5,6,3,5,4,3,1,6,5,4,5,6,2,5,5,3,3,0,2,5,3,2,4,6,2,3,3,4,6,6,2,1,4,3,4,2,5,2,2,2,5,4,4,2,2,2,6,2,3,5,3,3,2,2,4,2,5,6,5,3,3,2,5,5,4,2,2,5
"S355","prolific","Domains","2024-11-20 13:52:39",7.61663333333333,"safari 15.6.1","false","Mac OS",1225,583,"Automatic","Male",39,"Bachelor","Literature, Languages",FALSE,"White","United Kingdom",4,NA,0,0,1,5,6,0,6,4,2,1,6,6,0,5,2,0,1,1,6,1,6,1,2,6,2,0,6,4,1,0,3,5,6,6,2,6,6,5,6,6,6,0,6,6,0,6,3,0,6,1,1,0,0,0,5,0,0,5,6,0,6,6,1,1,0,0,0,0,1,1,1,6,0,0,6,0,6,0,3,4,3,6,6,6,6,6,1,4,5,6,5,1,2,2,4,1,6,6,4,6,4,5,3,3,5,3,6,2,6,5,1,6,1,6,5,4,2,3,0,4,4,5,6,6,6,6,4,2
"S453","prolific","Dimensions","2024-11-21 16:56:20",14.1350666666667,"edge-chromium 131.0.0","false","Windows 10",1488,714,"Automatic","Female",52,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,4,2,4,5,0,1,6,4,4,0,6,3,5,0,0,3,3,4,0,4,0,0,2,1,3,5,4,6,0,3,4,6,5,5,4,6,6,4,5,4,0,5,4,0,4,0,0,4,5,0,0,0,0,4,0,4,6,5,0,6,6,0,4,0,0,0,2,0,0,2,4,0,0,4,4,5,0,3,4,4,6,4,3,4,5,4,0,6,6,2,4,4,3,4,2,4,4,3,3,3,5,5,1,4,3,6,3,5,5,5,4,4,3,2,0,4,5,5,5,6,2,5,5,1,4,3,0
"S335","prolific","Domains","2024-11-20 12:13:00",14.5788166666667,"firefox 132.0.0","false","Windows 10",1170,642,"Automatic","Male",33,"High school",NA,FALSE,"Mixed","United Kingdom",4,"It was fun, it felt good to reflect on a personal level about my body :)",0,5,4,1,5,0,4,3,3,5,2,4,3,4,3,4,4,2,3,4,5,4,4,5,3,2,5,3,4,1,3,4,6,5,2,5,3,4,4,2,5,3,4,5,1,5,3,2,4,2,2,3,4,0,6,3,2,6,5,2,4,6,3,5,5,6,4,2,6,2,4,5,1,2,4,2,5,0,3,5,1,2,6,5,4,3,5,2,5,6,5,6,3,5,4,3,2,6,3,4,6,3,4,4,3,4,5,4,5,6,3,5,3,4,3,4,4,6,4,5,2,4,5,6,1,3,4,5
"S488","prolific","Domains","2024-11-22 05:30:00",11.7452166666667,"chrome 131.0.0","false","Windows 10",1920,929,"Automatic","Male",27,"High school",NA,FALSE,"Black","United States",4,NA,0,4,0,0,5,0,0,4,4,6,4,4,6,6,6,3,6,6,6,0,6,2,3,6,4,0,6,4,3,0,6,4,6,6,0,6,3,0,0,0,6,0,4,6,0,0,0,0,5,4,0,0,0,0,4,2,2,6,4,1,0,6,6,3,0,0,2,3,1,0,2,3,1,0,6,5,6,0,6,6,6,1,6,3,4,2,6,1,4,6,2,1,0,6,1,1,3,4,2,3,5,3,5,1,5,0,6,0,2,6,0,6,0,3,2,1,3,1,3,3,4,2,0,2,4,2,0,3
"S305","prolific","Dimensions","2024-11-19 21:53:01",13.39665,"chrome 131.0.0","false","Windows 10",1280,585,"Automatic","Female",53,"High school",NA,FALSE,"White","United Kingdom",4,"I found the study interesting as it really made me think about things.",0,4,4,4,6,0,4,4,4,3,4,4,1,6,1,2,4,5,5,4,5,3,2,4,1,4,4,5,5,0,4,4,6,5,4,6,4,5,4,3,4,1,5,5,0,4,5,2,5,6,1,1,1,0,6,4,4,6,5,1,4,6,5,4,2,1,4,3,2,3,2,5,0,1,3,4,5,0,4,4,2,5,4,5,5,5,5,3,4,6,4,4,4,4,4,3,3,5,4,5,5,2,5,4,6,4,6,4,4,5,4,4,2,5,4,4,5,4,5,4,6,4,5,5,4,3,3,5
"S088","prolific","Random","2024-11-19 11:05:20",9.53265,"chrome 130.0.0","false","Chrome OS",1280,585,"Automatic","Male",23,"High school",NA,TRUE,"White","United Kingdom",4,"very interesting seeing how connected i am to certain parts and functions of my body. I had never really thought about it until this study so it was kind of eye opening, so thank you for that and best of luck with your research :)",0,3,0,6,6,0,3,6,0,3,3,3,3,6,3,3,3,3,4,1,6,0,6,6,0,1,5,4,6,0,6,6,6,6,0,6,5,4,3,0,6,0,3,6,0,6,4,0,3,2,0,0,0,0,3,0,1,6,3,0,3,6,4,0,0,0,3,0,0,4,0,3,0,0,6,0,6,0,3,3,0,3,3,3,0,1,6,3,3,6,3,0,3,3,3,0,6,3,3,0,6,3,2,3,0,3,6,0,2,3,6,6,3,0,6,3,6,6,6,6,3,3,4,3,3,3,0,6
"S510","prolific","Dimensions","2024-11-22 18:58:11",11.1039166666667,"edge-chromium 131.0.0","false","Windows 10",1912,954,"Automatic","Male",25,"Bachelor","Business, Economics",FALSE,"Southeast Asian","Australia",4,"some of the quality check question are worded oddly for me. Hopefully i have answered them properly ",0,3,2,4,5,0,4,4,1,1,1,5,1,5,0,1,1,4,5,0,0,0,5,2,0,2,5,2,5,0,3,5,6,5,0,4,0,0,2,0,6,0,0,2,0,6,2,0,5,0,0,0,0,0,0,1,0,1,2,1,5,6,0,2,2,0,1,2,3,4,3,4,3,2,5,1,4,0,3,1,0,0,3,3,1,1,6,1,4,6,1,4,2,3,2,4,2,4,3,1,1,2,1,4,3,1,6,2,1,5,2,4,1,1,2,2,3,0,1,4,1,3,4,1,1,3,1,5
"S411","prolific","Random","2024-11-21 12:45:26",9.19055,"chrome 131.0.0","false","Windows 10",1920,911,"Automatic","Male",31,"High school",NA,FALSE,"East Asian","United States",4,NA,0,1,0,5,6,0,2,4,0,4,5,5,5,6,1,3,6,5,5,1,6,5,4,5,0,2,5,5,4,0,5,5,6,5,2,5,5,5,6,2,6,5,5,6,0,6,5,0,5,1,0,0,1,0,6,0,6,6,6,1,4,6,5,2,1,1,4,0,1,4,2,6,4,0,6,1,5,0,5,6,4,2,6,6,6,4,6,4,5,6,5,2,1,4,0,1,5,5,5,1,5,6,6,1,0,4,6,5,0,5,4,6,5,1,6,0,5,4,0,6,5,6,0,5,0,4,1,5
"S370","prolific","Domains","2024-11-20 18:48:42",11.8247166666667,"chrome 130.0.0","false","Mac OS",2363,1328,"Automatic","Male",57,"Bachelor","Business, Economics",FALSE,"White","Australia",4,"no",0,2,4,4,6,0,4,4,4,5,0,5,2,4,5,3,2,4,4,2,4,5,4,5,4,1,4,5,4,0,5,5,6,6,5,5,4,5,5,2,6,1,5,5,0,6,5,1,4,5,1,4,4,0,6,2,6,6,2,5,5,6,5,4,2,3,5,4,5,5,5,5,5,5,5,0,4,0,4,4,3,4,5,5,4,4,5,6,4,6,5,5,1,4,4,2,5,5,4,5,5,4,4,5,5,4,6,5,4,4,4,5,5,4,5,4,5,5,6,5,5,4,5,5,4,5,4,5
"S316","prolific","Random","2024-11-20 02:01:51",8.54696666666667,"chrome 130.0.0","false","Windows 10",1366,679,"Automatic","Female",23,"Bachelor","Biology, Chemistry, Physics",FALSE,"East Asian","United States",4,"I'd do this sorta thing again",0,5,5,5,4,0,4,5,3,3,6,6,0,3,1,2,3,4,2,2,6,5,5,4,0,2,6,6,6,5,4,4,6,6,1,5,2,5,3,2,4,1,5,6,2,6,5,1,3,5,1,4,4,0,6,4,5,6,5,3,6,6,5,5,5,3,3,5,5,6,1,5,4,0,4,2,6,0,5,6,3,6,4,5,5,5,3,5,5,6,5,4,2,3,4,1,4,5,3,5,3,4,5,4,5,5,6,3,5,5,4,6,1,3,4,4,6,5,5,3,4,2,4,6,0,6,4,4
"S347","prolific","Random","2024-11-20 13:03:17",7.40236666666667,"firefox 132.0.0","false","Windows 10",1536,703,"Automatic","Male",51,"Master","Arts and Humanities",FALSE,"White","United Kingdom",3,NA,0,0,3,5,6,0,5,5,3,0,1,5,1,5,5,4,4,4,4,1,6,1,4,6,1,1,5,1,5,0,5,5,6,5,0,6,1,3,4,1,6,0,1,6,0,3,4,0,5,5,0,1,0,0,4,0,6,6,4,0,3,6,1,1,1,0,3,2,3,1,1,3,1,0,4,1,4,0,3,1,1,2,1,1,2,1,4,0,5,6,3,0,3,3,3,3,5,3,5,3,5,3,3,3,3,3,6,3,1,6,1,3,3,3,6,3,3,5,4,1,5,3,3,5,0,3,4,5
"S127","prolific","Domains","2024-11-19 12:24:05",37.0175333333333,"chrome 130.0.0","false","Windows 10",1366,679,"Automatic","Male",48,"Master","Engineering, Computer Science",FALSE,"White","United States",3,"it was a great survey",0,5,5,3,6,0,5,5,6,6,6,6,5,6,5,6,6,5,6,6,6,6,5,6,6,1,6,4,6,6,6,6,6,6,5,6,5,5,6,6,6,6,6,6,6,6,6,0,6,6,0,0,1,0,6,0,6,5,6,0,6,6,6,6,6,6,6,6,5,5,6,6,6,6,5,6,6,0,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6
"S224","prolific","Dimensions","2024-11-19 18:02:17",9.62673333333333,"crios 131.0.6778","true","iOS",980,1944,"Automatic","Female",52,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,2,5,2,3,0,2,4,0,6,2,4,2,5,6,2,5,5,3,1,5,2,4,4,2,2,5,2,4,1,3,5,6,5,2,5,2,4,4,5,5,1,5,5,1,5,2,0,3,4,2,1,1,0,5,3,3,5,4,2,3,6,4,2,2,2,3,2,3,2,1,3,0,2,3,1,4,0,3,3,3,4,2,3,2,4,3,3,4,6,2,1,1,2,2,2,3,3,4,3,3,3,4,2,3,1,6,1,1,5,0,4,2,3,4,3,3,5,2,2,5,2,3,4,0,3,2,3
"S302","prolific","Dimensions","2024-11-19 21:39:09",14.8476833333333,"chrome 131.0.0","false","Mac OS",1440,788,"Automatic","Male",23,"Master","Biology, Chemistry, Physics",FALSE,"White","United Kingdom",NA,NA,0,5,5,2,6,0,3,3,5,5,1,6,2,3,1,2,5,4,5,3,6,4,1,5,3,5,3,4,6,0,5,5,6,6,0,6,5,6,6,5,5,1,5,6,0,5,6,0,5,5,0,1,1,0,5,1,6,6,5,0,5,6,5,4,3,6,3,4,3,5,4,5,1,2,4,5,5,0,4,5,1,5,5,5,2,4,3,4,5,6,4,1,5,4,2,3,3,4,5,1,4,5,4,3,2,3,6,2,0,4,0,4,4,1,5,3,5,5,1,3,5,3,3,5,0,1,1,6
"S505","prolific","Random","2024-11-22 13:29:43",22.7068333333333,"chrome 131.0.0","false","Windows 10",1536,826,"Automatic","Female",58,"Bachelor","Literature, Languages",FALSE,"White","United Kingdom",4,"I suffer from IBS so that may be reflected in the answers I gave.",0,6,2,4,6,0,4,6,6,6,4,5,4,4,1,1,4,5,4,6,5,6,5,6,0,2,6,6,6,0,0,6,6,5,0,6,4,0,0,1,6,0,0,6,0,4,3,0,6,6,2,6,3,0,6,5,6,5,6,0,6,6,1,6,5,0,5,0,4,4,0,4,5,0,6,5,6,0,4,5,5,5,4,5,6,4,4,4,6,6,6,0,5,4,5,0,6,3,5,3,0,6,0,0,4,0,6,4,4,4,0,6,0,2,3,3,6,6,1,4,6,2,5,6,2,3,4,6
"S391","prolific","Domains","2024-11-21 11:59:01",45.4732833333333,"chrome 129.0.0","false","Windows 10",1280,585,"Automatic","Male",33,"Master","Mathematics, Physics",FALSE,"White","United States",4,"Not really.",0,5,4,5,5,0,5,4,0,3,1,5,5,6,5,5,3,4,5,3,6,3,5,5,5,1,5,3,2,0,0,5,6,6,0,6,2,2,2,2,6,0,0,6,0,4,4,0,6,5,0,0,0,0,5,0,6,6,4,0,6,6,1,3,0,1,2,6,0,4,1,2,1,0,6,1,6,0,0,1,0,1,3,1,1,2,6,4,5,6,5,2,4,6,5,2,5,4,6,5,4,5,3,4,6,3,6,3,5,1,3,6,5,6,5,5,5,5,1,6,4,4,5,5,4,6,5,5
"S078","prolific","Random","2024-11-19 10:52:21",18.94275,"chrome 130.0.0","false","Windows 10",1920,919,"Automatic","Male",27,"High school",NA,FALSE,"Mixed","United Kingdom",4,NA,0,0,6,6,6,0,6,6,6,0,6,6,0,6,0,0,6,6,6,1,6,6,0,6,0,4,6,6,6,0,4,6,6,6,0,6,6,6,6,6,6,0,6,6,0,6,6,0,6,6,0,0,0,0,6,0,6,6,6,0,0,6,0,0,0,0,0,6,0,6,0,6,0,0,6,0,6,0,0,6,4,6,0,6,6,6,6,6,6,6,4,0,0,6,3,0,6,4,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,4,6,6,6,6,6
"S495","prolific","Domains","2024-11-22 08:07:40",8.62076666666667,"ios 18.1.0","true","iOS",980,1667,"Automatic","Male",31,"Master","Engineering, Computer Science",FALSE,"White","Albania",4,NA,0,4,1,4,5,0,4,4,3,2,4,4,2,4,2,5,4,5,4,2,4,1,5,4,1,6,4,5,4,1,4,4,6,4,2,5,5,4,4,3,5,2,4,4,1,5,4,1,4,4,1,3,4,0,4,2,4,4,4,2,4,6,5,5,4,2,5,4,4,4,4,4,2,2,4,2,5,0,4,4,5,4,5,4,4,5,4,4,5,6,4,4,5,3,4,1,5,5,5,5,2,4,5,2,5,4,6,5,4,4,2,5,4,5,5,4,3,4,2,4,4,3,5,5,3,4,5,4
"S053","prolific","Domains","2024-11-19 09:37:39",11.31735,"safari 17.6.0","false","Mac OS",1366,978,"Automatic","Female",60,"Bachelor","Arts and Humanities",FALSE,"Black","United Kingdom",4,NA,0,6,3,6,6,0,0,6,0,6,0,6,6,6,6,0,6,6,3,0,6,0,6,6,6,0,6,6,6,0,0,6,6,6,0,6,0,0,6,0,6,0,6,6,0,0,3,0,6,6,0,0,0,0,6,0,6,6,6,0,6,6,6,0,0,0,6,0,0,6,0,6,0,0,6,6,6,0,0,6,0,6,6,6,3,6,6,0,6,6,6,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"S041","prolific","Domains","2024-11-19 09:04:59",9.31031666666667,"ios 17.6.0","true","iOS",980,1648,"Automatic","Male",63,"High school",NA,FALSE,"White",NA,4,NA,0,4,1,6,6,0,6,4,1,4,1,6,2,6,1,1,6,4,6,4,6,4,1,6,3,1,6,3,4,1,2,3,6,6,0,6,2,6,6,2,6,1,6,6,1,6,1,2,6,6,2,0,6,0,6,4,6,6,6,1,6,6,6,6,3,0,4,3,3,6,4,6,1,1,6,1,6,0,6,6,2,6,6,6,3,6,6,6,6,6,6,0,6,5,6,4,3,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6
"S189","prolific","Random","2024-11-19 15:43:24",27.2742166666667,"edge-chromium 131.0.0","false","Windows 10",1528,738,"Automatic","Male",34,"Bachelor","Medicine",FALSE,"Mixed","United Kingdom",4,NA,0,5,3,5,6,0,5,4,3,5,2,4,1,3,6,6,2,4,6,4,6,6,0,5,3,2,6,4,6,3,0,5,5,6,3,6,4,5,4,5,6,1,6,6,2,6,6,0,6,6,1,4,0,0,5,4,6,6,6,3,5,6,6,4,4,1,3,5,4,6,4,5,2,4,6,5,5,0,1,6,0,3,6,5,5,5,5,5,5,6,5,6,1,3,5,5,3,5,3,6,6,5,5,5,6,5,6,5,6,4,6,5,6,5,6,6,6,6,6,6,6,6,5,6,4,5,6,5
"S491","prolific","Dimensions","2024-11-22 07:55:11",13.2736166666667,"samsung 27.0.0","true","Android OS",980,1789,"Automatic","Male",41,"Bachelor","Engineering, Computer Science",FALSE,"White","United Kingdom",2,"No",0,4,0,6,6,0,3,4,2,2,0,6,4,4,4,4,6,3,6,0,6,0,4,6,2,0,6,6,6,0,3,6,6,6,0,5,0,3,5,0,6,0,6,6,0,6,1,0,6,3,0,0,0,0,3,1,3,5,3,0,0,6,4,0,0,0,2,0,2,3,0,6,0,0,6,0,6,0,3,3,6,2,6,4,3,3,6,0,3,6,3,1,0,3,4,0,4,3,1,4,3,3,3,0,2,3,6,3,3,6,3,6,2,6,4,3,3,0,2,6,4,1,3,5,3,2,0,3
"S100","prolific","Random","2024-11-19 11:19:16",18.2816166666667,"chrome 130.0.0","false","Windows 10",1536,738,"Automatic","Male",57,"BTEC HND",NA,NA,"White","United Kingdom",3,NA,0,2,4,5,5,0,4,4,4,2,3,4,3,5,4,2,3,2,5,3,5,4,3,4,2,1,5,3,5,5,3,4,6,5,2,2,2,2,5,2,5,3,1,3,4,1,4,1,4,5,1,1,0,0,4,1,5,4,1,1,4,6,3,5,3,1,2,4,6,2,3,4,0,4,3,2,4,0,3,4,5,3,4,5,2,2,3,1,0,6,4,2,4,4,4,3,5,3,3,2,3,3,1,3,4,3,6,4,2,1,2,5,0,3,3,5,5,3,1,4,6,3,4,3,0,3,3,5
"S213","prolific","Random","2024-11-19 17:34:30",11.3129833333333,"firefox 115.0.0","false","Mac OS",1920,944,"Automatic","Male",53,"Master","Arts and Humanities",FALSE,"White","Ireland",4,NA,0,3,4,6,6,0,3,6,4,6,4,4,3,4,3,6,6,6,3,4,3,3,6,6,6,0,4,4,6,0,4,6,6,6,1,6,3,3,6,3,6,0,0,6,0,6,4,1,6,6,3,4,6,0,6,6,6,6,4,6,3,6,0,4,4,6,5,6,6,6,3,4,3,6,6,3,6,0,4,3,3,3,4,4,6,3,4,3,6,6,4,4,4,3,6,4,5,1,6,6,2,4,6,4,3,5,6,4,4,6,4,6,3,4,6,4,6,6,3,3,4,4,6,6,1,6,4,6
"S436","prolific","Dimensions","2024-11-21 15:30:33",18.7158166666667,"chrome 131.0.0","false","Mac OS",1440,654,"Automatic","Female",61,"Bachelor","Communications",FALSE,"White","United States",4,NA,0,2,2,3,5,0,1,4,2,4,4,4,3,4,2,4,2,4,4,2,4,1,4,3,2,2,4,1,3,0,2,5,6,4,1,4,4,4,5,4,5,3,3,3,2,4,3,0,4,4,0,0,2,0,3,0,4,3,3,0,3,6,4,1,0,2,2,2,2,2,3,3,3,1,4,1,4,0,1,3,2,1,4,3,3,4,2,2,4,6,4,1,4,2,3,1,5,2,3,5,5,3,4,1,5,1,6,2,4,2,2,4,2,4,3,1,4,4,5,2,5,1,3,3,4,3,2,4
